, 股票代號, 股票名稱
648,2061,風青
463,4561,健椿
170,6111,大宇資訊
256,3224,三顧
537,3191,和進電子
743,6103,合邦電子
407,3490,單井
479,4111,濟生
598,4543,萬在
252,3551,世禾科技
166,2640,大車隊
581,5272,笙科
258,8089,康全電訊
485,4430,耀億
623,3284,太普高
133,5263,智崴
351,4911,德英
510,6151,晉倫科技
396,4305,世坤塑膠
226,6664,群翊
697,3499,環天科技
397,4563,百德
699,8421,旭源
603,2916,滿心企業
208,4728,雙美
69,5536,聖暉
409,3206,志豐電子
243,3272,東碩
418,3537,堡達
546,4188,安克
162,6469,大樹
140,8446,華研
448,8048,德勝科技
431,3577,泓格科技
429,6158,禾昌興業
488,4161,聿新科
360,8433,弘帆
733,4406,新昕纖維
685,8071,能率網通
536,8032,光菱電子
248,3541,西柏科技
655,1570,力肯實業
502,8450,霹靂
701,3664,安瑞-KY
329,6221,晉泰科技
577,3581,博磊
509,8420,明揚
453,8928,鉅明
279,4502,健信科技
347,8171,天宇
593,3306,鼎天國際
630,3516,亞帝歐
620,4432,銘旺實
533,8929,富堡工業
635,4538,大詠城
52,1565,精華光學
669,8426,紅木-KY
188,1580,新麥
452,3310,佳穎精密
611,3252,海灣
726,6113,亞矽科技
678,6174,安碁科技
556,5398,慕康生醫
129,8155,博智
379,1784,訊聯
457,5016,松和工業
639,5310,天剛資訊
380,3169,亞信電子
161,3558,神準
677,2736,高野
18,6732,昇佳電子
622,3520,華盈
592,8932,宏大
382,3666,光耀
746,4131,晶宇生技
158,4163,鐿鈦
419,3332,幸康電子
745,4609,唐鋒實業
91,8437,大地-KY
730,5345,天揚
521,1781,合世生醫
202,2926,誠品生活
491,2928,紅馬-KY
440,4744,皇將
340,3438,類比科
456,1595,川寶
587,3652,精聯電子
680,9949,琉園
601,6148,驊宏資通
529,5230,雷笛克光學
428,6292,迅德興業
343,4433,興采
724,3521,鴻翊
478,6496,科懋
597,1813,寶利徠
663,8921,沈氏印刷
311,8284,三竹
696,4530,宏易
363,6195,詩肯
765,4402,福大材料
224,3546,宇峻奧汀
717,4950,牧東
708,4127,天良
242,8091,翔名科技
739,8024,佑華微電
742,2067,嘉鋼
338,3178,公準
266,6523,達爾膚
387,3628,盈正
468,2063,世鎧精密
469,5245,智晶
219,2754,亞洲藏壽司
285,6150,撼訊科技
475,4116,明基醫
241,8431,匯鑽科
186,3527,聚積
220,3675,德微
609,3285,微端
447,3287,廣寰科
571,6114,久威國際
732,3207,耀勝電子
672,3115,寶島極光
376,6425,易發
177,3373,熱映光電
740,3339,泰谷光電
665,4804,大略-KY
245,5223,安力-KY
588,2718,晶悅
83,5287,數字
308,4139,馬光-KY
99,3611,鼎翰科技
239,4549,桓達
591,5011,久陽精密
548,4102,永日化工
568,2221,大甲
383,2065,世豐
339,6542,隆中
705,3128,昇銳電子
749,4806,昇華
443,4556,旭然
410,4995,晶達
725,8047,星雲電腦
75,6472,保瑞
375,5493,三聯科技
85,6679,鈺太
719,3632,研勤科技
167,2732,六角
127,4171,瑞基
682,6222,上揚科技
564,4420,光明
580,3441,聯一光
702,2230,泰茂
288,6667,信紘科
538,4972,湯石照明
426,5220,萬達光電
707,5276,達輝-KY
413,3580,友威科
570,6485,點序
615,3646,艾恩特
666,4503,金雨企業
199,4580,捷流閥業
480,3444,利機企業
762,3085,新零售
492,5704,老爺知
756,8092,建暐精密
250,6516,勤崴國際
189,6426,統新
394,3693,營邦
115,6441,廣錠
291,8432,東生華
599,6140,訊達電腦
721,3122,笙泉
694,5516,雙喜
695,6144,得利影視
755,2719,燦星旅
271,6577,勁豐
209,6231,系微
736,3379,彬台
607,5291,邑昇
642,8440,綠電
614,4550,長佳
131,4735,豪展
350,8489,三貝德
152,1268,漢來美食
778,6404,通訊-KY
109,6538,倉和
727,4924,欣厚-KY
576,5281,大峽谷-KY
761,6228,全譜科技
269,6486,互動
178,1788,杏昌生技
728,3297,杭特電子
718,1258,其祥-KY
438,8410,森田印刷
667,3232,昱捷
312,2726,雅茗-KY
386,4971,IET-KY
374,2066,世德
490,3093,台灣港建
381,8424,惠普
780,4304,勝昱科技
415,2235,謚源
612,2070,精湛
401,6532,瑞耘
337,5543,桓鼎-KY
641,6229,研通科技
306,6417,韋僑
714,4419,元勝
532,3555,重鵬
703,3492,長盛
286,6629,泰金-KY
738,5251,天鉞電
193,5299,杰力
654,3597,映興
114,8083,瑞穎
466,6210,慶生電子
333,1240,茂生農經
470,3219,倚強股份
504,5321,友銓電子
424,5212,凌網科技
711,6418,詠昇
709,3642,駿熠電
553,4429,聚紡
13,5274,信驊
608,3567,逸昌
676,8906,花王企業
573,3147,大綜
165,6613,朋億
689,6530,創威
358,6612,奈米醫材
98,5474,聰泰科技
92,1264,德麥
579,9960,邁達康
392,8342,益張
692,3268,海德威
217,6435,大中
427,6654,天正國際
651,1591,駿吉-KY
557,6649,台生材
554,6465,威潤
552,2937,集雅社
586,4741,泓瀚
636,2924,東凌-KY
29,6510,精測
540,3205,佰研生化
411,6470,宇智
657,3672,康聯訊
414,4905,台聯電訊
583,3118,進階
321,1259,安心
280,3629,地心引力
171,3465,進泰電子
729,2743,山富
722,5211,蒙恬科技
361,1593,祺驊
434,8435,鉅邁
759,6236,康呈
327,4175,杏一
545,6494,九齊
589,6276,安鈦克
679,4767,誠泰科技
523,6642,富致
78,6643,M31
706,4413,飛寶企業
690,6246,臺龍電子
561,3609,東林科技
633,6248,沛波
551,5201,凱衛資訊
296,4760,勤凱
520,8147,正淩
524,8941,關中
731,8923,時報出版
336,4568,科際精密
752,2734,易飛網
433,8066,來思達
700,6578,達邦蛋白
582,6570,維田
514,3687,歐買尬
309,1777,生泰合成
534,4747,強生
467,6514,芮特-KY
421,2643,捷迅
455,4138,曜亞國際
473,6596,寬宏藝術
763,8067,志旭國際
346,6457,紘康
643,6130,星寶國際
734,2745,五福
68,3131,弘塑科技
735,3623,富晶通
771,8087,華鎂鑫
574,3067,全域
493,6556,勝品
684,4542,科嶠
494,6640,均華
549,6432,今展科
233,8416,實威
712,8409,商之器
687,1796,金穎生技
214,6569,醫揚
555,6697,東捷資訊
244,8279,生展
84,6683,雍智科技
715,6291,沛亨半導
565,3064,泰偉電子
366,6588,東典光電
757,8097,常珵科技
496,3426,台興
777,5348,系通科技
595,6662,樂斯科
232,6568,宏觀
713,8455,大拓-KY
515,4987,科誠
526,5878,台名
750,6512,啟發電
563,8477,創業家
610,3684,榮昌
631,4154,康樂-KY
513,6527,明達醫
681,4160,創源
720,4183,福永生技
650,6241,易通展
670,7402,邑錡
621,5487,通泰
658,6616,特昇-KY
664,5386,青雲國際
417,5209,新鼎系統
277,6294,智基科技
716,6169,昱泉國際
143,2729,瓦城
334,6204,台灣艾華
744,8423,保綠-KY
758,6240,松崗
753,3434,哲固資訊
769,3288,點晶科技
197,2752,豆府
450,6716,應廣
616,6242,立康
500,6574,霈方
602,4754,國碳科技
342,7556,意德士
698,4554,橙的
518,6615,慧智
318,6703,軒郁
747,5432,達威光電
683,6594,展匯科
710,6593,台灣銘板
764,6198,凌泰科技
776,5468,凱鈺科技
544,6680,鑫創電子
779,5205,中茂
578,6590,普鴻
594,8916A,光隆甲特
652,6624,萬年清
647,8472,夠麻吉
441,6560,欣普羅
737,6482,弘煜科
481,3570,大塚資訊
268,6690,安碁資訊
773,6259,百徽
393,5278,尚凡
772,5364,力麗店
768,4946,紅心辣椒
760,3086,華義國際
770,2740,天蔥
775,6419,京晨科
723,4129A,聯合甲特
741,8349A,恒耀甲特
